word,synset,definition,synonyms,closest_words,closest_words_with_distances
know,know.n.01,the fact of being aware of information that is known to few people,N/A,"knowing, awareness, incognizance, cognizance, prevision, understanding, higher cognitive process, self-awareness, feel, sense, comprehension, self-knowledge, smattering, appreciation, grasping, hindsight, insight, realization, search, thinking","knowing (0.067), awareness (0.125), incognizance (0.125), cognizance (0.125), prevision (0.125), understanding (0.125), higher cognitive process (0.143), self-awareness (0.176), feel (0.176), sense (0.176), comprehension (0.176), self-knowledge (0.176), smattering (0.176), appreciation (0.176), grasping (0.176), hindsight (0.176), insight (0.176), realization (0.176), search (0.200), thinking (0.200)"
know,know.v.01,be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about,"cognize, cognise","keep track, recognize, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise","keep track (0.333), recognize (0.333), entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500)"
romantic,amatory.s.01,expressive of or exciting sexual love or romance,"amatory, amorous","entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
try,try.v.01,make an effort or attempt,"seek, attempt, essay, assay","take a dare, fight, have a go, grope, endeavor, give it a whirl, gamble, risk, struggle, tug, flounder, take pains, buck, go for broke, luck it, venture, bell the cat, strive, extend oneself, kill oneself","take a dare (0.200), fight (0.200), have a go (0.200), grope (0.200), endeavor (0.200), give it a whirl (0.200), gamble (0.200), risk (0.200), struggle (0.333), tug (0.333), flounder (0.333), take pains (0.333), buck (0.333), go for broke (0.333), luck it (0.333), venture (0.333), bell the cat (0.333), strive (0.429), extend oneself (0.500), kill oneself (0.500)"
make,make.v.03,make or cause to be or to become,create,"beget, reproduce, regenerate, clear, distill, derive, froth, lay down, puncture, twine, cleave, track, institute, short-circuit, re-create, grind, generate, originate, give, bring","beget (0.333), reproduce (0.333), regenerate (0.333), clear (0.333), distill (0.333), derive (0.333), froth (0.333), lay down (0.333), puncture (0.333), twine (0.333), cleave (0.333), track (0.333), institute (0.333), short-circuit (0.333), re-create (0.333), grind (0.333), generate (0.333), originate (0.333), give (0.333), bring (0.333)"
comes,come.v.01,"move toward, travel toward something or somebody or approach something or somebody","come, come_up","emanate, address, approach, approach, flow out, greet, approach, get on, drive up, bear down on, edge in, close, push, hit, shake hands, curtsy, salute, salute, salute, hail","emanate (0.200), address (0.200), approach (0.200), approach (0.200), flow out (0.333), greet (0.333), approach (0.333), get on (0.333), drive up (0.333), bear down on (0.333), edge in (0.333), close (0.333), push (0.333), hit (0.429), shake hands (0.429), curtsy (0.429), salute (0.429), salute (0.429), salute (0.429), hail (0.429)"
behind,behind.r.01,in or to or toward the rear,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
rub,rub.n.02,the act of rubbing or wiping,wipe,"scuff, contact, fair ball, snick, laying on, touch, tap, hit, dig, kiss, kiss, catch, handling, fingering, grope, palpation, tickle, stroke, tag, lick","scuff (0.059), contact (0.067), fair ball (0.125), snick (0.125), laying on (0.125), touch (0.143), tap (0.200), hit (0.200), dig (0.200), kiss (0.200), kiss (0.200), catch (0.200), handling (0.200), fingering (0.200), grope (0.200), palpation (0.200), tickle (0.200), stroke (0.200), tag (0.200), lick (0.200)"
lying,lying.n.01,the deliberate act of deviating from the truth,"prevarication, fabrication","fibbing, falsification, distortion, equivocation, deception, wrongdoing, fakery, indirection, trickery, duplicity, cheat, delusion, pretense, imposture, obscurantism, bluff, take-in, brutalization, trespass, tort","fibbing (0.053), falsification (0.059), distortion (0.111), equivocation (0.111), deception (0.111), wrongdoing (0.125), fakery (0.158), indirection (0.158), trickery (0.158), duplicity (0.158), cheat (0.158), delusion (0.158), pretense (0.158), imposture (0.158), obscurantism (0.158), bluff (0.158), take-in (0.158), brutalization (0.176), trespass (0.176), tort (0.176)"
maybe,possibly.r.01,by chance,"possibly, perchance, perhaps, mayhap, peradventure","entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
checking,check.v.01,"examine so as to determine accuracy, quality, or condition","check, check_up_on, look_into, check_out, suss_out, check_over, go_over, check_into","watch, keep tabs on, guard, invigilate, patrol, stand guard, baby-sit, baby-sit, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear","watch (0.200), keep tabs on (0.333), guard (0.333), invigilate (0.333), patrol (0.429), stand guard (0.429), baby-sit (0.429), baby-sit (0.429), entity (0.600), breathe (0.600), act (0.600), be active (0.600), oversleep (0.600), nod (0.600), fall asleep (0.600), go to bed (0.600), get up (0.600), wake (0.600), keep up (0.600), wear (0.600)"
head,head.n.01,the upper part of the human body or the front part of the body in animals; contains the face and brains,caput,"human head, external body part, bullethead, attic, breast, throat, hood, arthromere, lip, labium, neck, frill, breast, extremity, extremity, face, face, body part, chelicera, mouthpart","human head (0.067), external body part (0.077), bullethead (0.125), attic (0.125), breast (0.143), throat (0.143), hood (0.143), arthromere (0.143), lip (0.143), labium (0.143), neck (0.143), frill (0.143), breast (0.143), extremity (0.143), extremity (0.143), face (0.143), face (0.143), body part (0.167), chelicera (0.200), mouthpart (0.200)"
asleep,asleep.a.01,in a state of sleep,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
asleep,asleep.r.01,into a sleeping state,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
massage,massage.n.01,kneading and rubbing parts of the body to increase circulation and promote relaxation,N/A,"rubdown, cardiac massage, effleurage, petrissage, reflexology, Swedish massage, tapotement, treatment, medical care, modality, detoxification, chiropractic, fomentation, naturopathy, naprapathy, orthodontic treatment, orthoptics, osteopathy, osteoclasis, acupuncture","rubdown (0.048), cardiac massage (0.048), effleurage (0.048), petrissage (0.048), reflexology (0.048), Swedish massage (0.048), tapotement (0.048), treatment (0.053), medical care (0.100), modality (0.100), detoxification (0.100), chiropractic (0.100), fomentation (0.100), naturopathy (0.100), naprapathy (0.100), orthodontic treatment (0.100), orthoptics (0.100), osteopathy (0.100), osteoclasis (0.100), acupuncture (0.100)"
catch,catch.n.09,the act of catching an object with the hands,"grab, snatch, snap","fair catch, interception, reception, rebound, shoestring catch, mesh, touch, contact, tap, hit, dig, kiss, kiss, handling, fingering, grope, palpation, tickle, stroke, tag","fair catch (0.067), interception (0.067), reception (0.067), rebound (0.067), shoestring catch (0.067), mesh (0.067), touch (0.077), contact (0.143), tap (0.143), hit (0.143), dig (0.143), kiss (0.143), kiss (0.143), handling (0.143), fingering (0.143), grope (0.143), palpation (0.143), tickle (0.143), stroke (0.143), tag (0.143)"
phone,telephone.n.01,electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds,"telephone, telephone_set","desk phone, dial telephone, extension, handset, pay-phone, radiotelephone, speakerphone, electronic equipment, cellular telephone, amplifier, audio system, cassette player, CD player, central processing unit, circuitry, detector, equalizer, lens, mixer, modem","desk phone (0.053), dial telephone (0.053), extension (0.053), handset (0.053), pay-phone (0.053), radiotelephone (0.053), speakerphone (0.053), electronic equipment (0.059), cellular telephone (0.100), amplifier (0.111), audio system (0.111), cassette player (0.111), CD player (0.111), central processing unit (0.111), circuitry (0.111), detector (0.111), equalizer (0.111), lens (0.111), mixer (0.111), modem (0.111)"
problems,problem.n.01,a state of difficulty that needs to be resolved,"problem, job","race problem, balance-of-payments problem, difficulty, bitch, predicament, rattrap, pinch, fix, hard time, stress, mire, situation, urinary hesitancy, wall, condition, care, conflict of interest, crisis, crunch, hornet's nest","race problem (0.067), balance-of-payments problem (0.067), difficulty (0.077), bitch (0.143), predicament (0.143), rattrap (0.143), pinch (0.143), fix (0.143), hard time (0.143), stress (0.143), mire (0.143), situation (0.143), urinary hesitancy (0.143), wall (0.143), condition (0.167), care (0.200), conflict of interest (0.200), crisis (0.200), crunch (0.200), hornet's nest (0.200)"
emotional,emotional.a.01,determined or actuated by emotion rather than reason,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
cry,cry.n.01,a loud utterance; often in protest or opposition,"outcry, call, yell, shout, vociferation","bellow, blue murder, catcall, clamor, halloo, hoot, hosanna, noise, scream, whoop, war cry, yelling, yodel, boo, utterance, roll call, cry, croak, exclamation, expletive","bellow (0.077), blue murder (0.077), catcall (0.077), clamor (0.077), halloo (0.077), hoot (0.077), hosanna (0.077), noise (0.077), scream (0.077), whoop (0.077), war cry (0.077), yelling (0.077), yodel (0.077), boo (0.077), utterance (0.091), roll call (0.167), cry (0.167), croak (0.167), exclamation (0.167), expletive (0.167)"
see,see.v.01,perceive by sight or have the power to perceive by sight,N/A,"glimpse, see, catch sight, behold, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag","glimpse (0.200), see (0.200), catch sight (0.200), behold (0.200), entity (0.600), breathe (0.600), act (0.600), be active (0.600), oversleep (0.600), nod (0.600), fall asleep (0.600), go to bed (0.600), get up (0.600), wake (0.600), keep up (0.600), wear (0.600), lie in (0.600), carry to term (0.600), keep down (0.600), gag (0.600)"
affection,affection.n.01,a positive feeling of liking,"affectionateness, fondness, tenderness, heart, warmness, warmheartedness, philia","attachment, protectiveness, regard, soft spot, feeling, affect, emotion, thing, glow, faintness, soul, passion, sentiment, complex, ambivalence, apathy, desire, sex, pleasure, pain","attachment (0.077), protectiveness (0.077), regard (0.077), soft spot (0.077), feeling (0.091), affect (0.167), emotion (0.167), thing (0.167), glow (0.167), faintness (0.167), soul (0.167), passion (0.167), sentiment (0.167), complex (0.167), ambivalence (0.167), apathy (0.167), desire (0.167), sex (0.167), pleasure (0.167), pain (0.167)"
making,make.v.03,make or cause to be or to become,"make, create","beget, reproduce, regenerate, clear, distill, derive, froth, lay down, puncture, twine, cleave, track, institute, short-circuit, re-create, grind, generate, originate, give, bring","beget (0.333), reproduce (0.333), regenerate (0.333), clear (0.333), distill (0.333), derive (0.333), froth (0.333), lay down (0.333), puncture (0.333), twine (0.333), cleave (0.333), track (0.333), institute (0.333), short-circuit (0.333), re-create (0.333), grind (0.333), generate (0.333), originate (0.333), give (0.333), bring (0.333)"
reassured,reassure.v.01,cause to feel sure; give reassurance to,"reassure, assure","calm, lull, compose, pacify, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag","calm (0.200), lull (0.333), compose (0.333), pacify (0.333), entity (0.667), breathe (0.667), act (0.667), be active (0.667), oversleep (0.667), nod (0.667), fall asleep (0.667), go to bed (0.667), get up (0.667), wake (0.667), keep up (0.667), wear (0.667), lie in (0.667), carry to term (0.667), keep down (0.667), gag (0.667)"
calm,composure.n.01,steadiness of mind under stress,"composure, calmness, equanimity","aplomb, repose, disposition, ataraxia, aloneness, animalism, bloodiness, heart, nervousness, esprit de corps, moodiness, blood, perfectionism, permissiveness, unpermissiveness, good nature, agreeableness, ill nature, disagreeableness, willingness","aplomb (0.067), repose (0.067), disposition (0.077), ataraxia (0.125), aloneness (0.143), animalism (0.143), bloodiness (0.143), heart (0.143), nervousness (0.143), esprit de corps (0.143), moodiness (0.143), blood (0.143), perfectionism (0.143), permissiveness (0.143), unpermissiveness (0.143), good nature (0.143), agreeableness (0.143), ill nature (0.143), disagreeableness (0.143), willingness (0.143)"
husband,N/A,N/A,N/A,N/A,N/A
therapist,therapist.n.01,a person skilled in a particular type of therapy,healer,"naprapath, alleviator, chiropractor, curandera, curandero, electrotherapist, herbalist, naturopath, osteopath, physical therapist, psychotherapist, sangoma, speech therapist, massager, Coue, masseur, masseuse, organism, benthos, dwarf","naprapath (0.053), alleviator (0.053), chiropractor (0.053), curandera (0.053), curandero (0.053), electrotherapist (0.053), herbalist (0.053), naturopath (0.053), osteopath (0.053), physical therapist (0.053), psychotherapist (0.053), sangoma (0.053), speech therapist (0.053), massager (0.100), Coue (0.100), masseur (0.143), masseuse (0.143), organism (0.200), benthos (0.250), dwarf (0.250)"
stroking,stroke.n.05,a light touch with the hands,stroke,"caress, touch, contact, tap, hit, dig, kiss, kiss, catch, handling, fingering, grope, palpation, tickle, tag, lick, grazing, act, rub, contusion","caress (0.067), touch (0.077), contact (0.143), tap (0.143), hit (0.143), dig (0.143), kiss (0.143), kiss (0.143), catch (0.143), handling (0.143), fingering (0.143), grope (0.143), palpation (0.143), tickle (0.143), tag (0.143), lick (0.143), grazing (0.143), act (0.167), rub (0.200), contusion (0.200)"
stroking,stroke.v.01,"touch lightly and repeatedly, as with brushing motions",stroke,"caress, lick, paw, grope, dandle, pet, chuck, nuzzle, pet, tickle, tongue, canoodle, gentle, neck, smooch, entity, breathe, act, be active, oversleep","caress (0.200), lick (0.200), paw (0.333), grope (0.333), dandle (0.333), pet (0.333), chuck (0.333), nuzzle (0.333), pet (0.333), tickle (0.333), tongue (0.333), canoodle (0.429), gentle (0.429), neck (0.429), smooch (0.500), entity (0.600), breathe (0.600), act (0.600), be active (0.600), oversleep (0.600)"
outside,N/A,N/A,N/A,N/A,N/A
another,another.s.01,any of various alternatives; some other,some_other,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
dinner,dinner.n.01,the main meal of the day served in the evening or at midday,N/A,"high tea, meal, mess, square meal, potluck, refection, breakfast, brunch, lunch, tea, supper, buffet, picnic, bite, nosh-up, ploughman's lunch, banquet, nutriment, Seder, refreshment","high tea (0.059), meal (0.067), mess (0.125), square meal (0.125), potluck (0.125), refection (0.125), breakfast (0.125), brunch (0.125), lunch (0.125), tea (0.125), supper (0.125), buffet (0.125), picnic (0.125), bite (0.125), nosh-up (0.125), ploughman's lunch (0.125), banquet (0.125), nutriment (0.143), Seder (0.176), refreshment (0.176)"
people,people.n.01,(plural) any group of human beings (men or women or children) collectively,N/A,"peoples, age group, ancients, baffled, blind, blood, brave, timid, business people, damned, dead, living, deaf, defeated, disabled, doomed, enemy, episcopacy, folk, free","peoples (0.111), age group (0.111), ancients (0.111), baffled (0.111), blind (0.111), blood (0.111), brave (0.111), timid (0.111), business people (0.111), damned (0.111), dead (0.111), living (0.111), deaf (0.111), defeated (0.111), disabled (0.111), doomed (0.111), enemy (0.111), episcopacy (0.111), folk (0.111), free (0.111)"
wake,wake.v.01,"be awake, be alert, be there",N/A,"stay up, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","stay up (0.333), entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
